Date,Open,High,Low,Close,Volume
6/12/2018,25346.82,25364.37,25247.04,25320.73,77560288
6/13/2018,25328.65,25362.07,25191.42,25201.2,100789752
6/14/2018,25254.65,25332.5,25138.6,25175.31,101273864
6/15/2018,25116.71,25130.82,24894.38,25090.48,355028704
6/18/2018,24944.28,25003.1,24825.77,24987.47,96097032
6/19/2018,24763.59,24763.59,24567.75,24700.21,109256848
6/20/2018,24771.17,24804.76,24628.39,24657.8,93328952
6/21/2018,24639.21,24639.21,24406.63,24461.7,91342448
6/22/2018,24526.97,24663.18,24526.97,24580.89,187244800
6/25/2018,24463.73,24463.73,24084.39,24252.8,126956384
6/26/2018,24281.89,24384.21,24241.22,24283.11,124961888
6/27/2018,24303.11,24569.02,24115.82,24117.59,117435992
6/28/2018,24064.19,24308.16,23997.21,24216.05,95902528
6/29/2018,24323.93,24509.52,24269.71,24271.41,126101120
7/2/2018,24161.53,24319.42,24077.56,24307.18,91452984
7/3/2018,24359.39,24444.88,24150.85,24174.82,64243968
7/5/2018,24285.82,24372.8,24177.44,24356.74,88005704
7/6/2018,24352.47,24520.29,24281.47,24456.48,84739696
7/9/2018,24525.23,24796.29,24525.23,24776.59,80515008
7/10/2018,24806.97,24945.38,24806.97,24919.66,78618376
7/11/2018,24789.48,24815.16,24663.82,24700.45,77924224
7/12/2018,24802.9,24939.97,24802.9,24924.89,78658616
7/13/2018,24926.07,25043.21,24890.06,25019.41,78989320
7/16/2018,25025.58,25072.41,24979.64,25064.36,78903152
7/17/2018,25033.92,25155.39,24989.61,25119.89,82149760
7/18/2018,25133.79,25215.32,25101.12,25199.29,76769264
7/19/2018,25139.15,25154.17,25052.62,25064.5,88748160
7/20/2018,25041.14,25124.1,24986.35,25058.12,121151336
7/23/2018,25036.9,25081.45,24983.33,25044.29,80936168
7/24/2018,25092.43,25286.62,25092.43,25241.94,85381312
7/25/2018,25183.7,25432.87,25113.55,25414.1,92419160
7/26/2018,25468.55,25587.24,25463.16,25527.07,95788672
7/27/2018,25520.52,25580.22,25370.07,25451.06,93887224
7/30/2018,25439.32,25500.16,25287.38,25306.83,84874728
7/31/2018,25345.21,25490.98,25345.21,25415.19,128328728
8/1/2018,25461.63,25488.8,25278.32,25333.82,82420312
8/2/2018,25256.45,25360.48,25120.07,25326.16,81618136
8/3/2018,25360.37,25467.9,25325.17,25462.58,67528456
8/6/2018,25437.43,25540.02,25381.38,25502.18,66822708
8/7/2018,25551.65,25692.72,25551.65,25628.91,64961976
8/8/2018,25615.72,25634.11,25557.48,25583.75,60567820
8/9/2018,25589.79,25613.31,25492.69,25509.23,59553920
8/10/2018,25401.19,25401.19,25222.88,25313.14,60954752
8/13/2018,25327.19,25381.39,25153.93,25187.7,64198680
8/14/2018,25215.69,25339.51,25201.87,25299.92,57509176
8/15/2018,25235.37,25235.37,24965.77,25162.41,79783352
8/16/2018,25294.97,25607.34,25294.97,25558.73,85374528
8/17/2018,25550.8,25728.16,25521.66,25669.32,81028248
8/20/2018,25727.7,25790.17,25716.41,25758.69,63537020
8/21/2018,25786.99,25888.82,25784.9,25822.29,66844396
8/22/2018,25825.06,25836.16,25722.43,25733.6,53939888
8/23/2018,25714.86,25762.56,25608.02,25656.98,62561004
8/24/2018,25688.58,25826.05,25688.58,25790.35,60083020
8/27/2018,25882.71,26067.57,25882.71,26049.64,62500940
8/28/2018,26092.7,26122.24,26037.85,26064.02,58625064
8/29/2018,26082.53,26167.94,26035.3,26124.57,61484784
8/30/2018,26099.01,26104.37,25934.8,25986.92,62604524
8/31/2018,25964.85,26028.83,25879.77,25964.82,97360008
9/4/2018,25916.07,25971.77,25805.95,25952.48,75453760
9/5/2018,25919.84,26011.22,25871.04,25974.99,88515368
9/6/2018,25973.02,26073.68,25880.84,25995.87,80743040
9/7/2018,25951.02,26002.99,25818.39,25916.54,85845088
9/10/2018,25991.91,26039.96,25854.13,25857.07,80762496
9/11/2018,25841.14,26019.92,25754.32,25971.06,77315272
9/12/2018,25989.07,26145.72,25929.43,25998.92,82440720
9/13/2018,26083.94,26191.64,26067.08,26145.99,74189584
9/14/2018,26169.56,26211.11,26068.29,26154.67,64677332
9/17/2018,26151.66,26184.47,26030.35,26062.12,72792232
9/18/2018,26076.21,26317.34,26076.21,26246.96,73229944
9/19/2018,26287.84,26464.41,26280.76,26405.76,72953664
9/20/2018,26519.39,26697.49,26519.39,26656.98,80659488
9/21/2018,26726.25,26769.16,26680.37,26743.5,372471360
9/24/2018,26705.25,26709.94,26548.68,26562.05,79881352
9/25/2018,26601.58,26634.85,26475.58,26492.21,75309408
9/26/2018,26536.86,26606.09,26349.34,26385.28,82400016
9/27/2018,26418.27,26557.01,26379.95,26439.93,74440352
9/28/2018,26407.66,26515.76,26383.57,26458.31,85496200
10/1/2018,26598.36,26737.98,26596.05,26651.21,70675288
10/2/2018,26648.91,26824.78,26627.66,26773.94,77276488
10/3/2018,26833.47,26951.81,26789.08,26828.39,82053240
10/4/2018,26784.08,26793.82,26471.61,26627.48,80867272
10/5/2018,26632.77,26676.16,26301.81,26447.05,77864472
10/8/2018,26399.45,26529.35,26223.09,26486.78,84140664
10/9/2018,26469.19,26539.94,26324.16,26430.57,76806488
10/10/2018,26441.73,26441.73,25593.65,25598.74,133223184
10/11/2018,25518.39,25683.64,24899.77,25052.83,152324928
10/12/2018,25407.63,25467.55,25000.83,25339.99,121152656
10/15/2018,25332.46,25482.42,25243.88,25250.55,87150376
10/16/2018,25351.53,25817.68,25351.53,25798.42,86131552
10/17/2018,25705.87,25810.09,25479.16,25706.68,89596608
10/18/2018,25645.56,25691.46,25236.01,25379.45,90745080
10/19/2018,25421.09,25608.71,25350.02,25444.34,113175680
10/22/2018,25492.14,25561.34,25236.05,25317.41,84662046
10/23/2018,25038.46,25307.7,24768.79,25191.43,108172631
10/24/2018,25172.88,25306.23,24533.19,24583.42,136766842
10/25/2018,24736.54,25104.29,24645.56,24984.55,118362050
10/26/2018,24770.25,24916.16,24445.19,24688.31,143088915
10/29/2018,24818.98,25040.58,24122.23,24442.92,121107251
10/30/2018,24482.04,24906.68,24415.69,24874.64,140373515
10/31/2018,25008.82,25336.55,25008.82,25115.76,135693477
11/1/2018,25142.08,25396.47,25108.11,25380.74,107754450
11/2/2018,25443.6,25578.98,25078.72,25270.83,128816000
11/5/2018,25261.47,25507.35,25261.47,25461.7,99050294
11/6/2018,25452.83,25651.86,25444.9,25635.01,82628250
11/7/2018,25788.46,26200.14,25765.88,26180.3,104669169
11/8/2018,26139.59,26277.82,26081.9,26191.22,80450478
11/9/2018,26149.11,26161.49,25882.91,25989.3,101913635
11/12/2018,25959.33,25966.71,25340.51,25387.18,101181926
11/13/2018,25321.21,25511.03,25193.78,25286.49,97261266
11/14/2018,25388.08,25501.29,24935.82,25080.5,114013353
11/15/2018,25061.48,25354.56,24787.79,25289.27,112654692
11/16/2018,25242.35,25510.23,25147.8,25413.22,126867216
11/19/2018,25392.61,25392.61,24900.98,25017.44,104150991
11/20/2018,24618.68,24707.26,24368.98,24465.64,128214475
11/21/2018,24541.65,24669.79,24463.28,24464.69,86168664
11/23/2018,24336.4,24408.8,24268.74,24285.95,45312027
11/26/2018,24364.13,24673.29,24364.13,24640.24,88957612
11/27/2018,24557.02,24750.73,24416.03,24748.73,86202920
11/28/2018,24832.84,25368.93,24832.84,25366.43,105708284
11/29/2018,25340.3,25479.04,25202.79,25338.84,80253858
11/30/2018,25307.14,25549.71,25250.97,25538.46,187768761
12/3/2018,25779.57,25980.21,25670.51,25826.43,113928634
12/4/2018,25752.56,25773.12,25008.11,25027.07,139285028
12/6/2018,24737.42,24951.01,24242.22,24947.67,147265874
12/7/2018,24918.82,25095.62,24284.78,24388.95,124372441
12/10/2018,24360.95,24500.81,23881.37,24423.26,113351808
12/11/2018,24719.91,24791.26,24221.06,24370.24,98286479
12/12/2018,24509.09,24828.29,24509.09,24527.27,104059690
12/13/2018,24575.86,24740.96,24473.29,24597.38,92642418
12/14/2018,24408.04,24431.14,24033.79,24100.51,123952784
12/17/2018,23986.83,24088.08,23456.88,23592.98,147762765
12/18/2018,23769.13,23927.77,23516.02,23675.64,125914510
12/19/2018,23693.33,24057.34,23162.64,23323.66,154592391
12/20/2018,23224.12,23282.2,22644.31,22859.6,185663812
12/21/2018,22871.74,23254.59,22396.34,22445.37,441125970
12/24/2018,22317.28,22339.87,21792.2,21792.2,92293159
12/26/2018,21857.73,22878.92,21712.53,22878.45,135065634
12/27/2018,22629.06,23138.89,22267.42,23138.82,132928540
12/28/2018,23213.61,23381.88,22981.33,23062.4,96900157
12/31/2018,23153.94,23333.18,23118.3,23327.46,98450358
1/2/2019,23058.61,23413.47,22928.59,23346.24,100597540
1/3/2019,23176.39,23176.39,22638.41,22686.22,128949958
1/4/2019,22894.92,23518.64,22894.92,23433.16,129924110
1/7/2019,23474.26,23687.74,23301.59,23531.35,104392834
1/8/2019,23680.32,23864.65,23581.45,23787.45,91689625
1/9/2019,23844.27,23985.45,23776.56,23879.12,93783100
1/10/2019,23811.11,24014.78,23703.25,24001.92,104184937
1/11/2019,23940.01,23996.32,23798.16,23995.95,81286827
1/14/2019,23880.53,23964.9,23765.24,23909.84,91713169
1/15/2019,23914.11,24099.14,23887.93,24065.59,85541723
1/16/2019,24139.91,24288.61,24119.72,24207.16,87148627
1/17/2019,24147.09,24474.46,24088.9,24370.1,81215137
1/18/2019,24534.19,24750.22,24459.03,24706.35,135318691
1/22/2019,24607.76,24607.76,24244.31,24404.48,112807554
1/23/2019,24577.25,24700.98,24307.17,24575.62,89585668
1/24/2019,24579.96,24626.3,24422.73,24553.24,87957072
1/25/2019,24687.21,24860.15,24676.75,24737.2,110503666
1/28/2019,24596.98,24596.98,24323.94,24528.22,91457455
1/29/2019,24519.62,24674.87,24504.04,24579.96,83260900
1/30/2019,24826.52,25109.62,24790.9,25014.86,102262745
1/31/2019,24954.48,25049.62,24842.09,24999.67,166845214
2/1/2019,25025.31,25193.15,24982.49,25063.89,109429687
2/4/2019,25062.12,25239.91,24977.67,25239.37,85456954
2/5/2019,25287.93,25427.32,25287.65,25411.52,91156100
2/6/2019,25371.57,25439.04,25312.06,25390.3,71643621
2/7/2019,25265.81,25314.26,25000.52,25169.53,89393389
2/8/2019,25042.36,25106.39,24883.04,25106.33,72703735
2/11/2019,25142.81,25196.75,25009.1,25053.11,77602627
2/12/2019,25152.03,25458.98,25152.03,25425.76,81712705
2/13/2019,25480.86,25625.95,25480.86,25543.27,72371362
2/14/2019,25460.65,25558.9,25308.09,25439.39,83407240
2/15/2019,25564.63,25883.72,25564.63,25883.25,109357435
2/19/2019,25849.85,25961.44,25820.01,25891.32,78867106
2/20/2019,25872.26,25986.2,25846.48,25954.44,81036550
2/21/2019,25922.41,25938.88,25762.21,25850.63,69199992
2/22/2019,25906.27,26052.9,25906.27,26031.81,80981851
2/25/2019,26126.15,26241.42,26080.66,26091.95,82976188
2/26/2019,26051.61,26155.29,25966.01,26057.98,74980090
2/27/2019,25995.6,26039.68,25877.24,25985.16,68562270
2/28/2019,25984.28,26029.21,25896.56,25916,117897726
3/1/2019,26019.67,26143.92,25914.37,26026.32,85813876
3/4/2019,26122.19,26155.98,25611.55,25819.65,86355671
3/5/2019,25829.07,25877.15,25725.63,25806.63,76830150
3/6/2019,25818.76,25837.61,25633.71,25673.46,72280889
3/7/2019,25645.45,25645.45,25352.55,25473.23,82909975
3/8/2019,25347.38,25466.14,25252.46,25450.24,76669938
3/11/2019,25208,25661.63,25208,25650.88,86119489
3/12/2019,25600.3,25675.44,25522.17,25554.66,86151851
3/13/2019,25637.23,25776.49,25571.31,25702.89,94467632
3/14/2019,25692.31,25752.84,25621.31,25709.94,95416063
3/15/2019,25720.96,25927.91,25649.7,25848.87,321929010
3/18/2019,25801.88,25924.77,25785.66,25914.1,97030797
3/19/2019,25987.87,26109.68,25814.92,25887.38,118528388
3/20/2019,25867.79,25929.52,25670.63,25745.67,97143699
3/21/2019,25688.44,26009.9,25657.78,25962.51,95104506
3/22/2019,25844.65,25877.01,25501.45,25502.32,109046544
3/25/2019,25490.72,25603.27,25372.26,25516.83,78791355
3/26/2019,25649.56,25796.29,25544.78,25657.73,94783023
3/27/2019,25676.34,25758.17,25425.27,25625.59,77429047
3/28/2019,25693.32,25743.41,25576.69,25717.46,67653145
3/29/2019,25827.31,25949.32,25771.67,25928.68,107949567
4/1/2019,26075.1,26280.9,26071.69,26258.42,83658052
4/2/2019,26213.55,26221.24,26122.31,26179.13,69646651
4/3/2019,26238.03,26282.17,26138.47,26218.13,79809911
4/4/2019,26213.42,26398.9,26212.78,26384.63,64994229
4/5/2019,26427.56,26487.57,26370.82,26424.99,60326993
4/8/2019,26312.67,26344.65,26246.03,26341.02,65708631
4/9/2019,26243.54,26246.34,26103.14,26150.58,68183307
4/10/2019,26173.71,26209.49,26101.24,26157.16,56200910
4/11/2019,26188.21,26229.88,26062.59,26143.05,56487907
4/12/2019,26357.79,26436.68,26309.72,26412.3,83562500
4/15/2019,26407.76,26424.85,26316.42,26384.77,72472418
4/16/2019,26482.19,26530.71,26397.19,26452.66,72985137
4/17/2019,26468.53,26501.02,26391.86,26449.54,90511955
4/18/2019,26463.37,26602.42,26444.53,26559.54,102921362
4/22/2019,26510.77,26553.05,26458.61,26511.05,62893325
4/23/2019,26513.83,26695.96,26503.56,26656.39,80930859
4/24/2019,26652.56,26680.58,26582.86,26597.05,75358154
4/25/2019,26426.37,26536.48,26310.28,26462.08,76621560
4/26/2019,26454.62,26543.56,26392.55,26543.33,87349486
4/29/2019,26559.87,26602.54,26520.75,26554.39,73385866
4/30/2019,26594.56,26614.04,26419.47,26592.91,102744915
5/1/2019,26639.06,26689.39,26426.38,26430.14,87890285
5/2/2019,26407.15,26454.69,26180.36,26307.79,74879270
5/3/2019,26379.14,26534.96,26370.09,26504.95,70125247
5/6/2019,26160.62,26476.27,26033.95,26438.48,81726671
5/7/2019,26276.9,26276.9,25789.71,25965.09,101667760
5/8/2019,25933.79,26118.1,25889.41,25967.33,83394821
5/9/2019,25878.85,25884.89,25517.39,25828.36,92110205
5/10/2019,25763.72,26019.32,25469.86,25942.37,85440597
5/13/2019,25568.06,25568.06,25222.51,25324.99,110066505
5/14/2019,25384.03,25688.96,25384.03,25532.05,85595124
5/15/2019,25400.13,25724.89,25341.94,25648.02,75908341
5/16/2019,25692.14,25957.63,25692.14,25862.68,89963767
5/17/2019,25719.95,25948.74,25657.78,25764,93425881
5/20/2019,25655.31,25751.71,25560.55,25679.9,82899830
5/21/2019,25782.34,25898.27,25779.61,25877.33,74103259
5/22/2019,25818.46,25878.21,25755.11,25776.61,66606252
5/23/2019,25657.99,25657.99,25328.09,25490.47,94975921
5/24/2019,25551.07,25670.81,25496.2,25585.69,55865417
5/28/2019,25616.55,25717.63,25342.28,25347.77,159863988
5/29/2019,25231.46,25231.46,24938.24,25126.41,86128485
5/30/2019,25139.94,25218.54,25066.75,25169.88,56018064
5/31/2019,25046.31,25046.31,24809.51,24815.04,87368469
6/3/2019,24830.16,24935.21,24680.57,24819.78,104387683
6/4/2019,24962.82,25343.77,24962.82,25332.18,79877402
6/5/2019,25451,25544.66,25373.58,25539.57,80928110
6/6/2019,25567.45,25800.3,25518.05,25720.66,74599844
6/7/2019,25768.72,26072.75,25768.72,25983.94,78400042
6/10/2019,26090.22,26210.61,26054.31,26062.68,67329223
6/11/2019,26180.59,26248.67,25998.87,26048.51,63724119
6/12/2019,26040.3,26082.1,25958.66,26004.83,60766455
6/13/2019,26036.94,26146.91,25995.71,26106.77,59831609
6/14/2019,26076.36,26162.28,25988.09,26089.61,63363516
6/17/2019,26108.53,26165.78,26049.8,26112.53,58680998
6/18/2019,26228.88,26527.19,26227.76,26465.54,77139966
6/19/2019,26490.16,26569.75,26415.05,26504,79768317
6/20/2019,26665.38,26798.63,26539.69,26753.17,90458535
6/21/2019,26749.12,26907.37,26705.87,26719.13,255262159
6/24/2019,26727.61,26806.52,26723.37,26727.54,71279019
6/25/2019,26731.61,26752.31,26527.66,26548.22,88680357
6/26/2019,26599.42,26660.04,26536.33,26536.82,87917378
6/27/2019,26523.72,26607.24,26465.32,26526.58,69472372
6/28/2019,26605.93,26638.35,26522.27,26599.96,193414082
7/1/2019,26805.86,26890.64,26616.21,26717.43,74795875
7/2/2019,26719.53,26787.56,26632.65,26786.68,61599400
7/3/2019,26832.32,26966,26831.44,26966,47135213
7/5/2019,26867.75,26950.81,26733.33,26922.12,57974609
7/8/2019,26835.64,26839.14,26744.87,26806.14,58888354
7/9/2019,26725.12,26807.7,26665.57,26783.49,59716241
7/10/2019,26851.96,26983.45,26813.11,26860.2,56646494
7/11/2019,26950.16,27088.45,26916.32,27088.08,65983448
7/12/2019,27139.49,27333.79,27135.45,27332.03,67077170
7/15/2019,27364.69,27364.69,27294.17,27359.16,59461910
7/16/2019,27349.32,27398.68,27290.24,27335.63,61518825
7/17/2019,27320.91,27343.06,27218.38,27219.85,58206485
7/18/2019,27191.98,27266.81,27068.79,27222.97,59842456
7/19/2019,27246.38,27342.96,27145.78,27154.2,85021494
7/22/2019,27174.18,27227.77,27088.9,27171.9,62385371
7/23/2019,27231.86,27368.81,27204.58,27349.19,60634530
7/24/2019,27262.24,27291.04,27191.12,27269.97,67344708
7/25/2019,27247.39,27298.43,27062.48,27140.98,72875119
7/26/2019,27166,27213.7,27123.25,27192.45,66984453
7/29/2019,27192.24,27275.85,27178.06,27221.35,61811311
7/30/2019,27145.39,27224.36,27069.86,27198.02,67082093
7/31/2019,27244.67,27281.65,26719.6,26864.27,111568085
8/1/2019,26879.86,27175.59,26548.71,26583.42,100319211
8/2/2019,26528.66,26570.02,26249.22,26485.01,92172774
8/5/2019,26259.23,26259.23,25523.38,25717.74,131339171
8/6/2019,25810.62,26038.68,25710.87,26029.52,93182987
8/7/2019,25814.22,26073.21,25440.39,26007.07,96661988
8/8/2019,26086.52,26383.61,26038.1,26378.19,94675951
8/9/2019,26337.09,26413.36,26097.64,26287.44,72752433
8/12/2019,26169.91,26178.95,25824.94,25907.37,52795476
8/13/2019,25888.88,26426.97,25833.25,26279.91,85664387
8/14/2019,26035.08,26035.08,25471.59,25479.42,111911416
8/15/2019,25514.25,25639.69,25339.6,25579.39,89837452
8/16/2019,25678.17,25929.65,25678.17,25886.01,92593263
8/19/2019,26020.06,26222.32,26020.06,26135.79,73325471
8/20/2019,26086.86,26160.12,25952,25962.44,66744264
8/21/2019,26145.36,26268.32,26141.77,26202.73,56989580
8/22/2019,26271.64,26388.78,26099.01,26252.24,67283546
8/23/2019,26134.21,26320.29,25507.18,25628.9,117613080
8/26/2019,25826.05,25941.25,25716.39,25898.83,68612149
8/27/2019,26014.46,26054.02,25721.85,25777.9,82129995
8/28/2019,25712.99,26041.57,25637.43,26036.1,58363078
8/29/2019,26249.09,26408.84,26185.71,26362.25,60619290
8/30/2019,26476.39,26514.62,26295.59,26403.28,76378478
9/3/2019,26198.26,26198.26,25978.22,26118.02,68764811
9/4/2019,26301.99,26362.35,26244.44,26355.47,60316520
9/5/2019,26603.15,26836.3,26603.15,26728.15,76681653
9/6/2019,26790.25,26860.87,26708.39,26797.46,61308111
9/9/2019,26866.23,26900.83,26762.18,26835.51,78395202
9/10/2019,26805.83,26909.43,26717.05,26909.43,87146222
9/11/2019,26928.05,27137.04,26885.48,27137.04,80088953
9/12/2019,27197.32,27306.73,27105.01,27182.45,80090206
9/13/2019,27216.67,27277.55,27193.95,27219.52,72147749
9/16/2019,27146.06,27172.87,27032.56,27076.82,72079672
9/17/2019,27010.12,27110.8,26984.14,27110.8,67020055
9/18/2019,27075.39,27161.93,26899.15,27147.08,70454821
9/19/2019,27186.05,27272.17,27064.21,27094.79,68699381
9/20/2019,27102.18,27194.75,26926.68,26935.07,269740303
9/23/2019,26851.45,27011.07,26831.34,26949.99,69351291
9/24/2019,27034.07,27079.68,26704.96,26807.77,102325907
9/25/2019,26866.71,27016.56,26755.86,26970.71,75153042
9/26/2019,27004.11,27015.07,26803.84,26891.12,72942157
9/27/2019,26987.26,27012.54,26715.82,26820.25,67977490
9/30/2019,26852.33,26998.86,26852.33,26916.83,75183598
10/1/2019,26962.54,27046.21,26562.22,26573.04,76231399
10/2/2019,26425.86,26438.04,25974.12,26078.62,97228413
10/3/2019,26039.02,26205.2,25743.46,26201.04,71288145
10/4/2019,26271.7,26590.74,26271.7,26573.72,70097018
10/7/2019,26502.33,26655.84,26424.54,26478.02,64404052
10/8/2019,26276.59,26421.81,26139.8,26164.04,71569646
10/9/2019,26308.23,26424.31,26249.75,26346.01,58720595
10/10/2019,26317.35,26603.31,26314.51,26496.67,62791212
10/11/2019,26694.2,27013.97,26694.2,26816.59,88576582
10/14/2019,26766.43,26874.33,26749.18,26787.36,56077933
10/15/2019,26811.2,27120.11,26811.2,27024.8,64556870
10/16/2019,26972.31,27058.34,26943.29,27001.98,65964319
10/17/2019,27032.38,27112.16,26970.29,27025.88,63847946
10/18/2019,27004.49,27018.25,26770.13,26770.2,102551310
10/21/2019,26852.67,26852.67,26747.62,26827.64,70094324
10/22/2019,26850.43,26946.64,26782.61,26788.1,68996426
10/23/2019,26835.24,26896.89,26745,26833.95,68707611
10/24/2019,26893.93,26931.78,26714.34,26805.53,68094274
10/25/2019,26789.61,27015.37,26765.68,26958.06,73977629
10/28/2019,27040.33,27167.88,27028.71,27090.72,78310383
10/29/2019,27061.07,27165.94,27039.76,27071.42,69014560
10/30/2019,27110.71,27204.36,26999.64,27186.69,61089711
10/31/2019,27188.37,27188.37,26918.29,27046.23,88293040
11/1/2019,27142.95,27347.43,27142.95,27347.36,78432580
11/4/2019,27402.06,27517.58,27402.06,27462.11,73925734
11/5/2019,27500.23,27560.36,27453.55,27492.63,85472338
11/6/2019,27502.74,27526.05,27407.81,27492.56,75957629
11/7/2019,27590.16,27774.67,27590.16,27674.8,74687885
11/8/2019,27686.2,27694.95,27578.97,27681.24,62357125
11/11/2019,27580.66,27714.39,27517.67,27691.49,53030637
11/12/2019,27701.59,27770.86,27635.32,27691.49,60782966
11/13/2019,27622.04,27806.4,27587.2,27783.59,74583182
11/14/2019,27757.2,27800.71,27676.97,27781.96,72440967
11/15/2019,27843.54,28004.89,27843.54,28004.89,91951930
11/18/2019,27993.22,28040.97,27969.24,28036.22,70233796
11/19/2019,28079.76,28090.21,27894.52,27934.02,73002435
11/20/2019,27879.55,27897.28,27675.28,27821.09,78681691
11/21/2019,27820.28,27828.33,27708.34,27766.29,64367510
11/22/2019,27831.23,27898.46,27773.98,27875.62,62664563
11/25/2019,27917.77,28068.69,27917.77,28066.47,73254149
11/26/2019,28080.75,28146.02,28042.21,28121.68,125691057
11/27/2019,28156.47,28174.97,28075.23,28164,60320818
11/29/2019,28103.16,28119.51,28042.53,28051.41,45565528
12/2/2019,28109.74,28109.84,27782.35,27783.04,73213626
12/3/2019,27501.98,27524.74,27325.13,27502.81,77535475
12/4/2019,27634.63,27727.45,27612.08,27649.78,68924995
12/5/2019,27736.05,27745.2,27562.8,27677.79,64808600
12/6/2019,27839.68,28035.85,27839.68,28015.06,67792746
12/9/2019,27987.05,28010.42,27906.14,27909.6,71818333
12/10/2019,27900.65,27949.02,27804,27881.72,63947813
12/11/2019,27867.31,27925.5,27801.8,27911.3,63653881
12/12/2019,27898.34,28224.95,27859.87,28132.05,80090242
12/13/2019,28123.64,28290.73,28028.32,28135.38,72738142
12/16/2019,28191.67,28337.49,28191.67,28235.89,91802249
12/17/2019,28221.75,28328.63,28220.56,28267.16,85978034
12/18/2019,28291.44,28323.25,28239.28,28239.28,87293380
12/19/2019,28278.31,28381.48,28278.24,28376.96,89718975
12/20/2019,28608.64,28608.64,28445.6,28455.09,284861411
12/23/2019,28491.78,28582.49,28491.78,28551.53,67955055
12/24/2019,28572.57,28576.8,28503.21,28515.45,25123910
12/26/2019,28539.46,28624.1,28535.15,28621.39,49393283
12/27/2019,28675.34,28701.66,28608.98,28645.26,59172869
12/30/2019,28654.76,28664.69,28428.98,28462.14,55210269
12/31/2019,28414.64,28547.35,28376.49,28538.44,68714703
1/2/2020,28638.97,28872.8,28627.77,28868.8,73668133
1/3/2020,28553.33,28716.31,28500.36,28634.88,75068172
1/6/2020,28465.5,28708.02,28418.63,28703.38,79138409
1/7/2020,28639.18,28685.5,28565.28,28583.68,71146207
1/8/2020,28556.14,28866.18,28522.51,28745.09,
